# generated by tools/extract_ug835.py -- do not edit
# name	categories	summary	syntax
disconnect_net	Netlist	Disconnect a net from pins or ports.	disconnect_net [-prune] [-net <arg>] [-objects <args>] [-pinlist <args>] [-quiet] [-verbose]
display_hw_ila_data	Hardware	Display hardware ILA data in viewer.	display_hw_ila_data [-wcfg <arg>] [-reset] [-quiet] [-verbose] [<hw_ila_data>...]
display_hw_sio_scan	Hardware	Display an existing hardware SIO scan.	display_hw_sio_scan [-quiet] [-verbose] <hw_sio_scans>
encrypt	FileIO	Encrypt files in place with a language specific key file in IEEE 1735. no default.	encrypt [-key <arg>] -lang <arg> [-batch <arg>] [-ext <arg>] [-quiet] [-verbose] [<files>...]
endgroup	GUIControl	End a set of commands that can be undone/redone as a group.	endgroup [-quiet] [-verbose]
exclude_bd_addr_seg	IPIntegrator	Exclude segment from an address space.	exclude_bd_addr_seg [-target_address_space <arg>] [-quiet] [-verbose] [<segment_to_exclude>]
execute_hw_svf	Hardware	Execute SVF file on current_hw_target.	execute_hw_svf [-quiet] [-verbose] <file_name>
export_as_example_design	IPIntegrator	Export current design as a static example design.	export_as_example_design -vlnv <arg> [-no_ip_version] [-force] [-quiet] [-verbose] -directory <arg>
export_bd_synth	synthesis, xilinxtclstore, projutils	(User-written application) Create and write a single design checkpoint and stub files for a Block Design (BD), for use with third party synthesis tools. Perform synthesis as necessary.	export_bd_synth [-force] [-keep] [-verbose] [-quiet] <file>
export_ip_user_files	ToolLaunch	Generate and export IP/IPI user files from a project. This can be scoped to work on one or more IPs.	export_ip_user_files [-of_objects <args>] [-ip_user_files_dir <arg>] [-ipstatic_source_dir <arg>] [-lib_map_path <arg>] [-single_step] [-no_script] [-for_target_sim] [-sync] [-reset] [-force] [-quiet] [-verbose]
export_simulation	ToolLaunch	Export a script and associated data files (if any) for driving standalone simulation using the specified simulator.	export_simulation [-simulator <arg>] [-of_objects <args>] [-step <arg>] [-ip_user_files_dir <arg>] [-ipstatic_source_dir <arg>] [-lib_map_path <arg>] [-install_path <arg>] [-gcc_install_path <arg>] [-script_name <arg>] [-directory <arg>] [-runtime <arg>] [-define <args>] [-generic <args>] [-include <args>] [-more_options <args>] [-single_step] [-use_ip_compiled_libs] [-absolute_path] [-export_source_files] [-generate_hier_access] [-exec] [-report_ip_status] [-force] [-quiet] [-verbose]
export_xsim_coverage		Reads coverage database generated by vivado simulator and exports it as HTML report.	export_xsim_coverage [-cov_db_name <args>] [-cov_db_dir <args>] [-output_dir <arg>] -ccExclusionFile <arg> [-report_format <arg>] [-merge_db_name <arg>] [-merge_dir <arg>] [-cc_fullfile] [-cc_instancescount <arg>] [-file <arg>] [-nolog] [-log <arg>] [-quiet] [-verbose]
extract_files	IPFlow	Extract files from a core container to disk.	extract_files [-base_dir <arg>] [-force] [-no_ip_dir] [-no_paths] [-quiet] [-verbose] <files>...
filter	Object, PropertyAndParameter, XDC	Filter a list, resulting in new list.	filter [-regexp] [-nocase] [-quiet] [-verbose] [<objects>] [<filter>]
find_bd_objs	IPIntegrator	Find a list of pins, ports or interfaces with a given relationship to the given object.	find_bd_objs -relation <arg> [-boundary_type <arg>] [-thru_hier] [-stop_at_interconnect] [-stop_at_container] [-end_type <arg>] [-quiet] [-verbose] <objects>...
find_routing_path	Device, Object	Find a routing path between two nodes.	find_routing_path [-from <args>] [-to <args>] [-max_nodes <arg>] [-min_nodes <arg>] [-exclude_nodes <args>] [-include_nodes <args>] [-sort_include_nodes] [-ignore_all_routing] [-show_fixed_routes] [-allow_overlap] [-node_delay] [-quiet] [-verbose]
find_top	Project	Find top module candidates in the supplied files, fileset, or active fileset. Returns a rank ordered list of candidates.	find_top [-fileset <arg>] [-files <args>] [-return_file_paths] [-quiet] [-verbose]
flush_vcd		Flush VCD simulation output to the VCD output file (equivalent of $dumpflush verilog system task).	flush_vcd [-ports] [-file <arg>] [-quiet] [-verbose]
generate_base_platform	FileIO	Generate a base platform based on a given routed checkpoint.	generate_base_platform [-source <arg>] [-reconfig_platform <arg>] [-base_platform <arg>] [-reconfig_platform_prefix <arg>] [-quiet] [-verbose]
generate_black_key	Hardware	Perform PUF registration on a Spartan UltraScale+ device and write the result to a JSON file. The output JSON contains the AES-encrypted black key (the red key encrypted using the internal PUF KEK and user-supplied IV), along with PUF helper data (pufhd), PUF hash, and related fields. The PUF KEK is an internal device secret and is never exported from the device. Replaces the deprecated generate_puf_kek command.	generate_black_key [-input_json <arg>] [-output_json <arg>] [-force] [-verbose] [-pufhd_file <arg>] [-quiet] [<hw_device>...]
generate_hier_access	simulation, xilinxtclstore	(User-written application) Generate sources for hierarchical access simulation.	generate_hier_access [-bypass <arg>] [-driver <arg>] [-directory <arg>] [-pseudo_top <arg>] [-testbench <arg>] [-log <arg>] [-quiet] [-verbose]
generate_hwh	Project	Generate HWH file.	generate_hwh -connectivity_file <arg> -outdir <arg> [-quiet] [-verbose] <state_file>
generate_mem_files	FileIO	Write all the simulation .mem files.	generate_mem_files [-force] [-quiet] [-verbose] <directory>
generate_ml_strategies	Object, Run	Generate ML strategies for a run.	generate_ml_strategies [-jobs <arg>] [-details] [-force] [-keep_launch_dir] [-suggestions_filter <arg>] [-quiet] [-verbose] <runs>...
generate_parallel_reports	Report	Generate reports in parallel.	generate_parallel_reports [-quiet] [-verbose] <reports>
generate_pblock	FileIO	Generate PBLOCK by exclude static .	generate_pblock [-cell <arg>] [-inverse_pblock <arg>] [-nested_pblock <arg>] [-nested_width <arg>] [-quiet] [-verbose]
generate_peripheral	Project, IPFlow, CreatePeripheral	Generate output products for peripheral object.	generate_peripheral [-driver] [-example_design] [-bfm_example_design] [-debug_hw_example_design] [-enable_interrupt] [-force] [-quiet] [-verbose] <peripheral>
generate_puf_kek	Hardware	Perform PUF registration on a Spartan UltraScale+ device and write the result to a JSON file. The output JSON contains the AES-encrypted black key (the red key encrypted using the internal PUF KEK and user-supplied IV), along with PUF helper data (pufhd), PUF hash, and related fields. Note: the PUF KEK itself is an internal device secret and is never exported. The output field 'black_key' contains the encrypted key material. The deprecated field 'pufkek' is also emitted for backward compatibility.	generate_puf_kek [-input_json <arg>] [-output_json <arg>] [-force] [-verbose] [-pufhd_file <arg>] [-quiet] [<hw_device>...]
generate_reports	Object, Report	Generate a set of configurable report objects.	generate_reports [-jobs <arg>] [-quiet] [-verbose] <report_configs>...
generate_rl_platform	FileIO	Generate new platform based on base platform and wrapper module.	generate_rl_platform [-use_source <arg>] [-reconfig_platform <arg>] [-base_platform <arg>] [-platform <arg>] [-quiet] [-verbose]
generate_shx_platform	FileIO	Move HD.RECONFIGURABLE and related properties to sub-cells.	generate_shx_platform [-base_platform <arg>] [-wrapper <arg>] [-output <arg>] [-reconfig_platform <arg>] [-quiet] [-verbose]
generate_switch_network_for_noc	ToolLaunch	Generate switch network and simulation wrapper for NoC.	generate_switch_network_for_noc [-mode <arg>] [-type <arg>] [-quiet] [-verbose]
generate_target	Project, IPFlow, IPIntegrator	Generate target data for the specified source.	generate_target [-force] [-quiet] [-verbose] <name> <objects>
generate_vcd_ports	ToolLaunch	Generate VCD ports for the instance.	generate_vcd_ports [-quiet] [-verbose] <scope>
get_bd_addr_segs	IPIntegrator	Get a list of segments.	get_bd_addr_segs [-regexp] [-hierarchical] [-filter <arg>] [-of_objects <args>] [-with_locktype <arg>] [-excluded] [-addressed] [-unaddressed] [-addressing] [-addressables] [-quiet] [-verbose] [<patterns>]
get_bd_addr_spaces	IPIntegrator	Get a list of addr_spaces.	get_bd_addr_spaces [-regexp] [-hierarchical] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_bd_cells	IPIntegrator	Get a list of block diagram cells.	get_bd_cells [-regexp] [-hierarchical] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_bd_designs	IPIntegrator	Get a list of designs .	get_bd_designs [-regexp] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_bd_intf_nets	IPIntegrator	Get a list of intf_nets .	get_bd_intf_nets [-regexp] [-hierarchical] [-filter <arg>] [-boundary_type <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_bd_intf_pins	IPIntegrator	Get a list of intf_pins.	get_bd_intf_pins [-regexp] [-hierarchical] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_bd_intf_ports	IPIntegrator	Get a list of intf_ports .	get_bd_intf_ports [-regexp] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_bd_nets	IPIntegrator	Get a list of nets .	get_bd_nets [-regexp] [-hierarchical] [-filter <arg>] [-boundary_type <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_bd_pins	IPIntegrator	Get a list of pins .	get_bd_pins [-regexp] [-hierarchical] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_bd_ports	IPIntegrator	Get a list of ports .	get_bd_ports [-regexp] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_bd_regs	IPIntegrator	Get a list of registers.	get_bd_regs [-of_objects <args>] [-quiet] [-verbose]
get_bel_pins	Device, Object, XDC	Get a list of bel_pins in the device.	get_bel_pins [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_bels	Device, Object, XDC	Get a list of bels. If a design is loaded, gets the constructed site type bels.	get_bels [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-include_routing_bels] [-include_routethru_bels] [-net_segment_only] [-quiet] [-verbose] [<patterns>]
get_board_bus_nets	Object, Board	Gets the list of board bus net objects.	get_board_bus_nets [-regexp] [-nocase] [-all] [-filter <arg>] -of_objects <args> [-quiet] [-verbose] [<patterns>...]
get_board_buses	Object, Board	Gets the list of board bus objects.	get_board_buses [-regexp] [-nocase] [-all] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_board_component_interfaces	Object, Board	Gets the list of interfaces in the board components that implement busdef specified by VLNV.	get_board_component_interfaces [-regexp] [-nocase] [-all] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_board_component_modes	Object, Board	Gets the list of component mode objects.	get_board_component_modes [-regexp] [-nocase] [-all] [-filter <arg>] -of_objects <args> [-quiet] [-verbose] [<patterns>...]
get_board_component_pins	Object, Board	Gets the list of board_part pins object.	get_board_component_pins [-regexp] [-nocase] [-filter <arg>] -of_objects <args> [-quiet] [-verbose] [<patterns>...]
get_board_components	Object, Board	Get the list of components available in the board.	get_board_components [-regexp] [-nocase] [-all] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_board_interface_ports	Object, Board	Gets the list of interface ports object.	get_board_interface_ports [-regexp] [-nocase] [-filter <arg>] -of_objects <args> [-quiet] [-verbose] [<patterns>...]
get_board_ip_preferences	Object, Board	Gets the list of ip preference objects.	get_board_ip_preferences [-regexp] [-nocase] [-filter <arg>] -of_objects <args> [-quiet] [-verbose] [<patterns>...]
get_board_jumpers	Object, Board	Gets the list of board jumper objects.	get_board_jumpers [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_board_parameters	Object, Board	Gets the list of board parameter objects.	get_board_parameters [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_board_part_interfaces	Object, Board	Gets the list of interfaces in the board_part that implement busdef specified by VLNV.	get_board_part_interfaces [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_board_part_pins	Object, Board	Gets the list of board_part pins object.	get_board_part_pins [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_board_parts	Object, Project, XPS, Board	Get the list of board_part available in the project.	get_board_parts [-regexp] [-nocase] [-latest_file_version] [-latest_hw_revision] [-filter <arg>] [-quiet] [-verbose] [<patterns>...]
get_boards	Object, Project, Board	Get the list of boards available in the project.	get_boards [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_cdc_violations	CDC, Object	Get a list of CDC violations from a previous report_cdc run.	get_cdc_violations [-name <arg>] [-regexp] [-filter <arg>] [-nocase] [-quiet] [-verbose] [<patterns>]
get_cells	SDC, XDC, Object	Get a list of cells in the current design.	get_cells [-hsc <arg>] [-hierarchical] [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-match_style <arg>] [-leaf] [-include_replicated_objects] [-quiet] [-verbose] [<patterns>]
get_cfgmem_parts	Hardware, Object	Get a list of cfgmem_parts available in the software.	get_cfgmem_parts [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_clock_regions	Device, Object	Get the clock regions for the current device.	get_clock_regions [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_clocks	SDC, XDC, Object	Get a list of clocks in the current design.	get_clocks [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-match_style <arg>] [-include_generated_clocks] [-quiet] [-verbose] [<patterns>]
get_cluster_configurations	cluster_configuration	Returns all cluster configuration objects.	get_cluster_configurations [-filter <arg>] [-regexp] [-nocase] [-quiet] [-verbose] [<patterns>]
get_constant_paths	Object, Timing	Get constant paths.	get_constant_paths [-max_paths_per_endpoint <arg>] [-filter <arg>] [-regexp] [-nocase] [-quiet] [-verbose] <objects>
get_dashboard_gadgets	Object, Project	Create the Project summary dashboard.	get_dashboard_gadgets [-quiet] [-verbose] [<patterns>...]
get_dataflow_paths	Netlist, Project	Get a list of dataflow paths.	get_dataflow_paths [-filter <arg>] [-max_paths <arg>] [-max_depth <arg>] [-min_depth <arg>] [-min_width <arg>] [-from <args>] [-to <args>] [-through <args>] [-quiet] [-verbose]
get_debug_cores	Object, Debug, XDC	Get a list of debug cores in the current design.	get_debug_cores [-filter <arg>] [-of_objects <args>] [-regexp] [-nocase] [-quiet] [-verbose] [<patterns>]
get_debug_ports	Object, Debug, XDC	Get a list of debug ports in the current design.	get_debug_ports [-filter <arg>] [-of_objects <args>] [-regexp] [-nocase] [-quiet] [-verbose] [<patterns>]
get_designs	Object	Get a list of designs in the current project.	get_designs [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_dfx_footprint	HD, Debug	Get footprint tiles for different DFX flows.	get_dfx_footprint [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-place] [-route] [-pu] [-bli_tiles] [-frame] [-half_frame] [-shared] [-cell_type <arg>] [-site_type <arg>] [-overlap] [-prohibit] [-illegal_nodes] [-illegal_clock_nodes] [-snapped_tiles] [-is_reconfigurable] [-quiet] [-verbose] [<patterns>]
get_drc_checks	DRC, Object	Get a list of DRC rule check objects.	get_drc_checks [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-max_abbrev <arg>] [-abbrevs <arg>] [-ruledecks <args>] [-quiet] [-verbose] [<patterns>]
get_drc_ruledecks	DRC, Object	Get a list of DRC rule deck objects.	get_drc_ruledecks [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_drc_violations	DRC, Object	Get a list of DRC violations from a previous report_drc run.	get_drc_violations [-name <arg>] [-regexp] [-filter <arg>] [-nocase] [-quiet] [-verbose] [<patterns>]
get_example_designs	IPIntegrator	Get a list of example designs.	get_example_designs [-regexp] [-nocase] [-filter <arg>] [-all] [-quiet] [-verbose] [<patterns>...]
get_files	Object, Project	Get a list of source files.	get_files [-regexp] [-nocase] [-filter <arg>] [-compile_order <arg>] [-used_in <arg>] [-references] [-all] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_filesets	Object, Project	Get a list of filesets in the current project.	get_filesets [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_gcc_versions	ToolLaunch	Get supported GCC version(s) for the specified simulator.	get_gcc_versions [-quiet] [-verbose] [<name>]
get_generated_clocks	XDC, Object	Get a list of generated clocks in the current design.	get_generated_clocks [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-match_style <arg>] [-quiet] [-verbose] [<patterns>]
get_gui_custom_command_args	GUIControl	Get custom command arguments.	get_gui_custom_command_args -command_name <arg> [-regexp] [-nocase] [-quiet] [-verbose] [<patterns>...]
get_gui_custom_commands	GUIControl	Get custom commands.	get_gui_custom_commands [-regexp] [-nocase] [-quiet] [-verbose] [<patterns>...]
get_hierarchy_separator	SDC, XDC	Get hierarchical separator character.	get_hierarchy_separator [-quiet] [-verbose]
get_highlighted_objects	Object, GUIControl	Get highlighted objects.	get_highlighted_objects [-color_index <arg>] [-rgb <args>] [-color <arg>] [-quiet] [-verbose]
get_hw_axi_txns	Hardware, Object	Get a list of hardware AXI transactions.	get_hw_axi_txns [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_axis	Hardware, Object	Get a list of hardware AXI objects.	get_hw_axis [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_cfgmems	Hardware, Object	Get a list of hardware cfgmems.	get_hw_cfgmems [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_ddrmcs	Hardware, Object	Get list of Versal integrated and soft DDRMC cores.	get_hw_ddrmcs [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_devices	Hardware, Object	Get a list of hardware devices.	get_hw_devices [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_hbmmcs	Hardware, Object	Get list of hardware HBMMC cores.	get_hw_hbmmcs [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_hbms	Hardware, Object	Get list of hardware HBM cores.	get_hw_hbms [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_ila_datas	Hardware, Object	Get a list of hardware ILA data objects.	get_hw_ila_datas [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_ilas	Hardware, Object	Get a list of hardware ILA.	get_hw_ilas [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_migs	Hardware, Object	Get list of hardware Migs cores.	get_hw_migs [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_pcies	Hardware, Object	Get list of soft PCIe core(s).	get_hw_pcies [-of_objects <args>] [-regexp] [-nocase] [-patterns <arg>] [-filter <arg>] [-quiet] [-verbose]
get_hw_probes	Hardware, Object	Get a list of hardware probes.	get_hw_probes [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_servers	Hardware, Object	Get a list of hardware servers.	get_hw_servers [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_commons	Hardware, Object	Get list of hardware SIO GT commons.	get_hw_sio_commons [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_gtgroups	Hardware, Object	Get list of hardware SIO GT groups.	get_hw_sio_gtgroups [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_gts	Hardware, Object	Get list of hardware SIO GTs.	get_hw_sio_gts [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_iberts	Hardware, Object	Get list of hardware SIO IBERT cores.	get_hw_sio_iberts [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_linkgroups	Hardware, Object	Get list of hardware SIO link groups.	get_hw_sio_linkgroups [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_links	Hardware, Object	Get list of hardware SIO links.	get_hw_sio_links [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_plls	Hardware, Object	Get list of hardware SIO PLLs.	get_hw_sio_plls [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_rxs	Hardware, Object	Get list of hardware SIO RXs.	get_hw_sio_rxs [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_scans	Hardware, Object	Get list of hardware SIO scans.	get_hw_sio_scans [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_sweeps	Hardware, Object	Get list of hardware SIO sweeps.	get_hw_sio_sweeps [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sio_txs	Hardware, Object	Get list of hardware SIO TXs.	get_hw_sio_txs [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_softmcs	Hardware, Object	Get list of Versal soft memory controller cores.	get_hw_softmcs [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_sysmon_reg	Hardware	Get the system monitor register value.	get_hw_sysmon_reg [-quiet] [-verbose] <hw_sysmon> <hexaddress>
get_hw_sysmons	Hardware, Object	Get list of hardware SysMons.	get_hw_sysmons [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_targets	Hardware, Object	Get a list of hardware targets.	get_hw_targets [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_hw_vios	Hardware, Object	Get a list of hardware VIOs.	get_hw_vios [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_interfaces	Object	Get a list of I/O port interfaces in the current design.	get_interfaces [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_io_standards	Device, Object	Get a list of IO standards.	get_io_standards [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_iobanks	Device, XDC, Object	Get a list of iobanks.	get_iobanks [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_ip_upgrade_results	Object, Project, IPFlow	Get a list of results for IP upgrades during the current project.	get_ip_upgrade_results [-srcset <arg>] [-quiet] [-verbose] [<objects>...]
get_ipdefs	Object, IPFlow	Get a list of IP from the current IP Catalog.	get_ipdefs [-name] [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-all] [-quiet] [-verbose] [<patterns>...]
get_ips	Object, Project, IPFlow	Get a list of IPs in the current design.	get_ips [-regexp] [-nocase] [-all] [-filter <arg>] [-gt_sources] [-gt_targets] [-exclude_bd_ips] [-of_objects <args>] [-quiet] [-verbose] [<patterns>...]
get_lib_cells	Object	Get a list of Library Cells.	get_lib_cells [-regexp] [-filter <arg>] [-nocase] [-include_unsupported] [-device <arg>] [-of_objects <args>] [-quiet] [-verbose] <patterns>
get_lib_pins	Object	Get a list of Library Cell Pins.	get_lib_pins [-regexp] [-filter <arg>] [-nocase] [-of_objects <args>] [-quiet] [-verbose] <patterns>
get_libs	Object	Get a list of Libraries.	get_libs [-regexp] [-filter <arg>] [-nocase] [-quiet] [-verbose] [<patterns>]
get_macros	XDC, Object	Get a list of macros in the current design.	get_macros [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_marked_objects	Object, GUIControl	Get marked objects.	get_marked_objects [-rgb <args>] [-color <arg>] [-quiet] [-verbose]
get_methodology_checks	Methodology, Object	Get a list of Methodology rule check objects.	get_methodology_checks [-regexp] [-nocase] [-filter <arg>] [-abbrev <arg>] [-quiet] [-verbose] [<patterns>]
get_methodology_violations	Methodology, Object	Get a list of Methodology violations from a previous report_methodology run.	get_methodology_violations [-name <arg>] [-regexp] [-filter <arg>] [-nocase] [-quiet] [-verbose] [<patterns>]
get_msg_config	Report	Returns the current message count, limit, or the message configuration rules previously defined by the set_msg_config command.	get_msg_config [-id <arg>] [-severity <arg>] [-rules] [-limit] [-count] [-quiet] [-verbose]
get_net_delays	Timing, Netlist, Object	Get the routed or estimated delays in picoseconds on a net from the driver to each load pin.	get_net_delays -of_objects <args> [-regexp] [-nocase] [-patterns <arg>] [-filter <arg>] [-to <args>] [-interconnect_only] [-quiet] [-verbose]
get_nets	SDC, XDC, Object	Get a list of nets in the current design.	get_nets [-hsc <arg>] [-hierarchical] [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-match_style <arg>] [-top_net_of_hierarchical_group] [-segments] [-parent_net] [-boundary_type <arg>] [-quiet] [-verbose] [<patterns>]
get_noc_connections	ModularNoC, XDC	Get NOC Connections.	get_noc_connections [-source <arg>] [-target <arg>] [-filter <arg>] [-fileset <arg>] [-quiet] [-verbose] [<path>]
get_noc_interfaces	ModularNoC, XDC	Get NOC Interfaces.	get_noc_interfaces [-mode <arg>] [-type <arg>] [-category <arg>] [-filter <arg>] [-fileset <arg>] [-quiet] [-verbose] [<path>]
get_noc_logical_instances	NOC, Object	Get a list of NOC logical instances.	get_noc_logical_instances [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_noc_logical_paths	NOC, Object	Get a list of NOC logical paths.	get_noc_logical_paths [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_noc_net_routes	NOC, Object	Get a list of NOC net physical routes.	get_noc_net_routes [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_nodes	Device, Object, XDC	Get a list of nodes in the device.	get_nodes [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] [-uphill] [-downhill] [-flyover] [-from <args>] [-to <args>] [-slls_between <args>] [-quiet] [-verbose] [<patterns>]
get_objects		Get a list of HDL objects in one or more HDL scopes as per the specified pattern.	get_objects [-filter <arg>] [-r] [-local] [-regexp] [-nocase] [-quiet] [-verbose] [<patterns>...]
get_package_pins	XDC, Object	Get a list of package pins.	get_package_pins [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_param	PropertyAndParameter	Get a parameter value.	get_param [-quiet] [-verbose] <name>
get_partition_defs	Object, Partition	Get a list of PartitionDefs.	get_partition_defs [-regexp] [-nocase] [-filter <arg>] [-quiet] [-verbose] [<patterns>]
get_parts	Object	Get a list of parts available in the software.	get_parts [-regexp] [-filter <arg>] [-of_objects <args>] [-quiet] [-verbose] [<patterns>]
get_path_groups	XDC, Object	Get a list of path groups in the current design.	get_path_groups [-regexp] [-nocase] [-quiet] [-verbose] [<patterns>]
get_pblocks	Object, Floorplan, XDC	Get a list of Pblocks in the current design.	get_pblocks [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-include_nested_pblocks] [-quiet] [-verbose] [<patterns>]
get_pins	SDC, XDC, Object	Get a list of pins in the current design.	get_pins [-hsc <arg>] [-hierarchical] [-regexp] [-nocase] [-leaf] [-filter <arg>] [-of_objects <args>] [-match_style <arg>] [-include_replicated_objects] [-quiet] [-verbose] [<patterns>]
