# generated by tools/extract_ug835.py -- do not edit
# name	categories	summary	syntax
remove_cluster_configurations	cluster_configuration	Removes list of cluster configurations.	remove_cluster_configurations [-quiet] [-verbose] <cluster_configurations>
remove_conditions		Remove conditions from a simulation. The names can be specified as Tcl glob pattern.	remove_conditions [-all] [-quiet] [-verbose] [<ConditionObjs>]
remove_drc_checks	DRC, Object	Remove DRC rule check objects from a user rule deck.	remove_drc_checks [-of_objects <args>] [-regexp] [-nocase] [-filter <arg>] -ruledeck <arg> [-quiet] [-verbose] [<patterns>]
remove_files	Project	Remove files or directories from a fileset.	remove_files [-fileset <arg>] [-quiet] [-verbose] <files>...
remove_forces		Release force on signal, wire, or reg applied using 'add_force' command.	remove_forces [-all] [-quiet] [-verbose] [<ForceObj>...]
remove_from_power_rail	XDC, Floorplan	Remove power sources from Power Rail.	remove_from_power_rail [-power_sources <args>] [-quiet] [-verbose] <power_rail>
remove_gui_custom_command_args	GUIControl	Remove one or more custom command arguments.	remove_gui_custom_command_args -command_name <arg> [-quiet] [-verbose] <names>...
remove_gui_custom_commands	GUIControl	Remove one or more custom commands.	remove_gui_custom_commands [-quiet] [-verbose] <names>...
remove_hw_hbm_pc	Hardware	De-select Pseudo Channel from Activity Monitor on the specified hardware HBM(s). Must specify the Memory Controller number first, follow by Pseudo Channel number.	remove_hw_hbm_pc [-quiet] [-verbose] <mc_num> <pc_num> <hw_objects>
remove_hw_probe_enum	Hardware	Remove enumerated name-value pairs from a hw_probe enumeration.	remove_hw_probe_enum [-no_gui_update] [-list <args>] [-remove_all] [-quiet] [-verbose] <hw_probe>
remove_hw_sio_link	Hardware	Remove an existing hardware SIO link.	remove_hw_sio_link [-quiet] [-verbose] <hw_sio_links>
remove_hw_sio_linkgroup	Hardware	Remove an existing hardware SIO link group.	remove_hw_sio_linkgroup [-quiet] [-verbose] <hw_sio_linkgroups>
remove_hw_sio_scan	Hardware	Remove an existing hardware SIO scan.	remove_hw_sio_scan [-quiet] [-verbose] <hw_sio_scans>
remove_hw_sio_sweep	Hardware	Remove an existing hardware SIO sweep.	remove_hw_sio_sweep [-quiet] [-verbose] <hw_sio_sweeps>
remove_net	Netlist	Remove nets from the current design.	remove_net [-prune] [-quiet] [-verbose] <nets>...
remove_pin	Netlist	Remove pins from the current design.	remove_pin [-quiet] [-verbose] <pins>...
remove_port	PinPlanning	Remove the given list of top ports from the netlist.	remove_port [-quiet] [-verbose] <ports>...
remove_wave	Waveform	Removes wave objects from the current wave configuration.	remove_wave [-of <args>] [-quiet] [-verbose] <items>...
rename_cell	Netlist	rename a cell.	rename_cell -to <arg> [-quiet] [-verbose] <cell>...
rename_net	Netlist	rename a net.	rename_net -to <arg> [-quiet] [-verbose] <net>...
rename_pin	Netlist	rename a pin.	rename_pin -to <arg> [-quiet] [-verbose] <pin>...
rename_port	Netlist	rename a port.	rename_port -to <arg> [-quiet] [-verbose] <port>...
rename_ref	Netlist	rename a cell ref.	rename_ref [-ref <arg>] [-to <arg>] [-prefix_all <arg>] [-quiet] [-verbose]
reorder_files	Project	Change the order of source files in the active fileset.	reorder_files [-fileset <arg>] [-before <arg>] [-after <arg>] [-front] [-back] [-auto] [-disable_unused] [-quiet] [-verbose] <files>...
replace_bd_cell	IPIntegrator	Replace cell1 with cell2 by disconnecting connections to cell1 and connecting those connections to cell2.	replace_bd_cell [-preserve_name] [-preserve_configuration] [-quiet] [-verbose] [<cell1>] [<cell2>...]
report_bd_diffs	IPIntegrator	Report differences between two block designs. Note this TCL command may compare bus-interface parameters from IP .xit files that are not reported in the stand-alone diffbd executable.	report_bd_diffs [-format <arg>] [-file <arg>] [-open_html] [-brief] [-strict] [-fast] [-return_string] [-depth <arg>] [-crossprobe] [-repository <arg>] [-take_snapshot] [-diff_snapshot] [-quiet] [-verbose] <design1> <design2>
report_bps		Print details of the given breakpoint objects.	report_bps [-quiet] [-verbose] [<BreakPointObjs>...]
report_bus_skew	Report, Timing	Report timing paths.	report_bus_skew [-delay_type <arg>] [-setup] [-hold] [-no_detailed_paths] [-max_paths <arg>] [-nworst <arg>] [-unique_pins] [-path_type <arg>] [-sort_by_slack] [-input_pins] [-no_header] [-significant_digits <arg>] [-file <arg>] [-append] [-return_string] [-warn_on_violation] [-rpx <arg>] [-cells <args>] [-quiet] [-verbose]
report_carry_chains	Report	Report carry chains.	report_carry_chains [-file <arg>] [-append] [-return_string] [-cell <args>] [-max_chains <arg>] [-quiet] [-verbose]
report_cdc	Report, Timing	Report the clock domain crossing (CDC) paths in the current design.	report_cdc [-from <args>] [-to <args>] [-cells <args>] [-details] [-summary] [-all_checks_per_endpoint] [-severity <arg>] [-no_header] [-show_waiver] [-no_waiver] [-waived] [-file <arg>] [-append] [-return_string] [-name <arg>] [-quiet] [-verbose]
report_clock_interaction	Report, Timing	Report on clock timing paths and unclocked registers.	report_clock_interaction [-from <args>] [-to <args>] [-delay_type <arg>] [-setup] [-hold] [-significant_digits <arg>] [-no_header] [-file <arg>] [-append] [-name <arg>] [-return_string] [-cells <args>] [-quiet] [-verbose]
report_clock_networks	Report, Timing	Report clock networks.	report_clock_networks [-file <arg>] [-append] [-name <arg>] [-return_string] [-endpoints_only] [-levels <arg>] [-expand_buckets] [-suppress_endpoints <arg>] [-clocks <args>] [-unconstrained_roots <args>] [-quiet] [-verbose]
report_clock_utilization	Report, Timing	Report information about clock nets in design.	report_clock_utilization [-file <arg>] [-append] [-write_xdc <arg>] [-cells <args>] [-clock_roots_only] [-return_string] [-name <arg>] [-quiet] [-verbose]
report_clocks	Report, Timing	Report clocks.	report_clocks [-file <arg>] [-append] [-return_string] [-quiet] [-verbose] [<clocks>]
report_compile_order	Project	Report the compile order by analyzing files and constructing a hierarchy.	report_compile_order [-fileset <arg>] [-missing_instances] [-constraints] [-sources] [-used_in <arg>] [-file <arg>] [-append] [-of_objects <args>] [-quiet] [-verbose]
report_conditions		Print details of the given condition objects.	report_conditions [-quiet] [-verbose] [<ConditionObjs>...]
report_config_flows	Project	Report Config Flow Configurations.	report_config_flows [-file <arg>] [-append] [-force] [-return_string] [-quiet] [-verbose] [-no_header]
report_config_implementation	Report	Report Implementation flow Config param.	report_config_implementation [-file <arg>] [-force] [-append] [-return_string] [-quiet] [-verbose]
report_config_timing	Report, Timing	Report settings affecting timing analysis.	report_config_timing [-file <arg>] [-append] [-name <arg>] [-return_string] [-all] [-no_header] [-rpx <arg>] [-quiet] [-verbose]
report_constant_paths	Report, Timing	Report constant paths.	report_constant_paths [-max_paths_per_endpoint <arg>] [-column_style <arg>] [-file <arg>] [-append] [-no_header] [-of_objects <args>] [-return_string] [-quiet] [-verbose] [<objects>]
report_control_sets	Report	Report the unique control sets in design.	report_control_sets [-file <arg>] [-append] [-hierarchical] [-hierarchical_depth <arg>] [-sort_by <args>] [-cells <args>] [-return_string] [-quiet] [-verbose]
report_datasheet	Report, Timing	Report data sheet.	report_datasheet [-significant_digits <arg>] [-file <arg>] [-append] [-return_string] [-sort_by <arg>] [-name <arg>] [-show_all_corners] [-show_oe_timing] [-group <args>] [-rpx <arg>] [-quiet] [-verbose]
report_debug_core	Report, Debug	Report details on debug cores.	report_debug_core [-file <arg>] [-append] [-return_string] [-full_path] [-quiet] [-verbose]
report_design_analysis	Report, Timing	Report Design Analysis.	report_design_analysis [-file <arg>] [-csv <arg>] [-append] [-return_string] [-complexity] [-cells <args>] [-bounding_boxes <args>] [-hierarchical_depth <arg>] [-rent_greater_than <arg>] [-instances_greater_than <arg>] [-instances_lesser_than <arg>] [-av_fanout_greater_than <arg>] [-congestion] [-min_congestion_level <arg>] [-timing] [-setup] [-hold] [-show_all] [-full_logical_pin] [-routed_vs_estimated] [-logic_level_distribution] [-logic_level_dist_paths <arg>] [-min_level <arg>] [-max_level <arg>] [-return_timing_paths] [-of_timing_paths <args>] [-max_paths <arg>] [-extend] [-routes] [-end_point_clocks <args>] [-logic_levels <arg>] [-qor_summary] [-json <arg>] [-name <arg>] [-no_pr_attribute] [-quiet] [-verbose]
report_dfx_summary	Report, HD	Report DFX Summary.	report_dfx_summary [-file <arg>] [-return_string] [-append] [-name <arg>] [-quiet] [-verbose]
report_disable_timing	Report, Timing	Report disabled timing arcs.	report_disable_timing [-user_disabled] [-column_style <arg>] [-file <arg>] [-append] [-cells <args>] [-return_string] [-quiet] [-verbose]
report_drc	DRC, Report, Timing	Run DRC.	report_drc [-name <arg>] [-upgrade_cw] [-checks <args>] [-ruledecks <args>] [-file <arg>] [-rpx <arg>] [-append] [-waived] [-no_waivers] [-return_string] [-json <arg>] [-quiet] [-verbose]
report_drivers		Print drivers along with current driving values for an HDL wire or signal object.	report_drivers [-quiet] [-verbose] <hdl_object>
report_environment	Report	Report system information.	report_environment [-file <arg>] [-format <arg>] [-append] [-return_string] [-quiet] [-verbose]
report_exceptions	Report, Timing	Report timing exceptions.	report_exceptions [-from <args>] [-rise_from <args>] [-fall_from <args>] [-to <args>] [-rise_to <args>] [-fall_to <args>] [-through <args>] [-rise_through <args>] [-fall_through <args>] [-ignored] [-scope_override] [-summary] [-coverage] [-ignored_objects] [-count_objects] [-write_merged_exceptions] [-write_valid_exceptions] [-no_header] [-file <arg>] [-append] [-return_string] [-name <arg>] [-quiet] [-verbose]
report_frames		Print, in textual format, stack frames when current_scope is a process waiting inside subprogram .	report_frames [-quiet] [-verbose]
report_high_fanout_nets	Report, Timing	Report high fanout nets.	report_high_fanout_nets [-file <arg>] [-format <arg>] [-append] [-ascending] [-timing] [-histogram] [-load_types] [-clock_regions] [-slr] [-max_nets <arg>] [-fanout_greater_than <arg>] [-fanout_lesser_than <arg>] [-name <arg>] [-cells <args>] [-clocks <args>] [-return_string] [-quiet] [-verbose]
report_hw_axi_txn	Hardware	Report formatted hardware AXI Transaction data.	report_hw_axi_txn [-w <arg>] [-t <arg>] [-quiet] [-verbose] <hw_axi_txns>...
report_hw_ddrmc	Report, Hardware	Formatted report on Versal integrated and soft Memory Controllers' (DDRMCs) memory configurations, calibration status, stages, and window margins data.	report_hw_ddrmc [-file <arg>] [-append] [-return_string] [-quiet] [-verbose] <hw_objects>
report_hw_mig	Report, Hardware	Report formatted hardware MIG calibration status and margin data.	report_hw_mig [-file <arg>] [-append] [-return_string] [-quiet] [-verbose] <hw_objects>
report_hw_pcie	Hardware	Formatted report for PCIe core.	report_hw_pcie [-file <arg>] [-append] [-return_string] [-quiet] [-verbose] <hw_pcie>
report_hw_softmc	Report, Hardware	Formatted report on Versal soft Memory Controller cores' (Soft MCs) memory configurations, calibration status, stages, and window margins data.	report_hw_softmc [-file <arg>] [-append] [-return_string] [-quiet] [-verbose] <hw_objects>
report_hw_targets	Hardware	Report properties on hardware objects.	report_hw_targets [-quiet] [-verbose]
report_incremental_reuse	Report	Compute achievable incremental reuse for the given design-checkpoint and report.	report_incremental_reuse [-file <arg>] [-append] [-cells <args>] [-hierarchical] [-hierarchical_depth <arg>] [-return_string] [-quiet] [-verbose]
report_io	Report	Display information about all the IO sites on the device.	report_io [-file <arg>] [-name <arg>] [-append] [-format <arg>] [-return_string] [-quiet] [-verbose]
report_ip_status	IPFlow	Report on the status of the IP instances in the project.	report_ip_status [-name <arg>] [-file <arg>] [-append] [-return_string] [-license_status] [-resource_data] [-quiet] [-verbose]
report_methodology	Methodology, Report, Timing	Methodology Checks.	report_methodology [-name <arg>] [-cells <args>] [-checks <args>] [-file <arg>] [-rpx <arg>] [-append] [-waived] [-no_waivers] [-slack_lesser_than <arg>] [-return_string] [-merge_exceptions <arg>] [-json <arg>] [-quiet] [-verbose]
report_noc	Report	Report NOC.	report_noc [-append] [-file <arg>] [-json <arg>] [-return_string] [-quiet] [-verbose]
report_noc_qos	Report	Report NOC.	report_noc [-append] [-file <arg>] [-json <arg>] [-return_string] [-quiet] [-verbose]
report_npi_addresses	Report	Get report contents with addressing data in columns: NPI cell name, base address, site name.	report_npi_addresses [-regexp] [-nocase] [-filter <arg>] [-of_objects <args>] [-all] [-quiet] [-verbose] [<patterns>]
report_objects		Print details of the given hdl objects (variable, signal, wire, or reg).	report_objects [-quiet] [-verbose] [<hdl_objects>...]
report_operating_conditions	Report	Get operating conditions values for power estimation.	report_operating_conditions [-voltage <args>] [-voltage_range <args>] [-grade] [-process] [-junction_temp] [-ambient_temp] [-thetaja] [-thetasa] [-airflow] [-heatsink] [-thetajb] [-board] [-board_temp] [-board_layers] [-design_power_budget] [-all] [-file <arg>] [-return_string] [-append] [-supply_current_budget <args>] [-quiet] [-verbose]
report_param	PropertyAndParameter, Report	Get information about all parameters.	report_param [-file <arg>] [-append] [-non_default] [-return_string] [-quiet] [-verbose] [<pattern>]
report_phys_opt	Report	Report details of Physical Synthesis transformations.	report_phys_opt [-file <arg>] [-append] [-return_string] [-quiet] [-verbose]
report_place_status	Report	Report on status of the placement.	report_place_status [-return_sites] [-return_string] [-file <arg>] [-append] [-of_objects <args>] [-site_type <arg>] [-list_all_sites] [-dump_placement] [-placement_type <arg>] [-post_route_check] [-quiet] [-verbose]
report_power	Report, Power	Run power estimation and display report.	report_power [-no_propagation] [-hier <arg>] [-hierarchical_depth <arg>] [-vid] [-advisory] [-file <arg>] [-name <arg>] [-format <arg>] [-xpe <arg>] [-l <arg>] [-return_string] [-append] [-rpx <arg>] [-quiet] [-verbose]
report_power_opt	Power	Report power optimizations.	report_power_opt [-cell <args>] [-file <arg>] [-format <arg>] [-name <arg>] [-append] [-return_string] [-quiet] [-verbose]
report_pr_configuration_analysis	Report	Report reconfigurable partition analysis across multiple configurations.	report_pr_configuration_analysis [-complexity] [-clocking] [-timing] [-cells <args>] [-dcps <args>] [-rent] [-nworst <arg>] [-file <arg>] [-quiet] [-verbose]
report_property	Object, PropertyAndParameter, Report	Report properties of object.	report_property [-all] [-class <arg>] [-return_string] [-file <arg>] [-append] [-regexp] [-quiet] [-verbose] [<object>] [<pattern>]
report_pulse_width	Report, Timing	Report pulse width check.	report_pulse_width [-file <arg>] [-append] [-name <arg>] [-return_string] [-warn_on_violation] [-all_violators] [-significant_digits <arg>] [-limit <arg>] [-min_period] [-max_period] [-low_pulse] [-high_pulse] [-max_skew] [-min_skew] [-clocks <args>] [-no_header] [-cells <args>] [-rpx <arg>] [-quiet] [-verbose] [<objects>]
report_qor_assessment	Feasibility, Report, Timing	Feasibility Checks.	report_qor_assessment [-file <arg>] [-csv_output_dir <arg>] [-name <arg>] [-append] [-exclude_methodology_checks] [-max_paths <arg>] [-return_string] [-full_assessment_details] [-checks <args>] [-ruledecks <args>] [-quiet] [-verbose]
report_qor_suggestions	Feasibility, Report, Timing, Object	Recommend QoR Suggestions.	report_qor_suggestions [-file <arg>] [-csv_output_dir <arg>] [-name <arg>] [-append] [-return_string] [-max_strategies <arg>] [-max_paths <arg>] [-no_split] [-report_all_suggestions] [-cells <args>] [-of_objects <args>] [-checks <args>] [-ruledecks <args>] [-quiet] [-verbose]
report_route_status	Report	Report on status of the routing.	report_route_status [-return_nets] [-return_string] [-file <arg>] [-append] [-of_objects <args>] [-route_type <arg>] [-list_all_nets] [-show_all] [-dump_routes] [-has_routing] [-boolean_check <arg>] [-ignore_cache] [-to_load <args>] [-with_intent_codes] [-node_delay] [-quiet] [-verbose]
report_run_status		Report reason for staleness of run.	report_run_status [-quiet] [-verbose] <runs>
report_scopes		Print names of the children scopes (declarative regions) of given scope(s) or the current scope.	report_scopes [-quiet] [-verbose] [<hdl_scopes>...]
report_sim_device	Report	Report the list of correct SIM_DEVICE attribute values for cell types in the target part.	report_sim_device [-part <arg>] [-file <arg>] [-append] [-return_string] [-quiet] [-verbose]
report_sim_env		Print simulator environment settings for the current target simulator.	report_sim_env [-version] [-file <arg>] [-quiet] [-verbose]
report_sim_version	Report	Report the list of correct SIM_VERSION attribute values for cell types in the target part.	report_sim_version [-part <arg>] [-file <arg>] [-append] [-return_string] [-unisim <arg>] [-quiet] [-verbose]
report_simlib_info		Report info of simulation libraries.	report_simlib_info [-file <arg>] [-append] [-quiet] [-verbose] <path>
report_slr_crossing	Report	Report Slr Crossing.	report_slr_crossing [-append] [-cells <args>] [-fanout_greater_than <arg>] [-file <arg>] [-hierarchical_depth <arg>] [-max_nets <arg>] [-return_string] [-quiet] [-verbose]
report_ssn	Report	Run SSN analysis on the current package and pinout.	report_ssn [-name <arg>] [-return_string] [-format <arg>] [-file <arg>] [-append] [-phase] [-quiet] [-verbose]
report_stacks		Print names of processes in a design, which are waiting inside a subprogram, in textual format.	report_stacks [-of_instance <arg>] [-quiet] [-verbose]
report_switching_activity	Report	Get switching activity on specified objects.	report_switching_activity [-static_probability] [-signal_rate] [-toggle_rate] [-default_static_probability] [-default_toggle_rate] [-average] [-file <arg>] [-return_string] [-append] [-hier] [-all] [-type <args>] [-quiet] [-verbose] [<objects>...]
report_synchronizer_mtbf	Report, Timing	Compute mean time between failures and display report.	report_synchronizer_mtbf [-file <arg>] [-append] [-return_string] [-warn_if_mtbf_below <arg>] [-quiet] [-no_header] [-report_endpoints] [-verbose]
report_timing	Report, Timing	Report timing paths.	report_timing [-from <args>] [-rise_from <args>] [-fall_from <args>] [-to <args>] [-rise_to <args>] [-fall_to <args>] [-through <args>] [-rise_through <args>] [-fall_through <args>] [-delay_type <arg>] [-setup] [-hold] [-max_paths <arg>] [-nworst <arg>] [-unique_pins] [-path_type <arg>] [-input_pins] [-no_header] [-no_reused_label] [-slack_lesser_than <arg>] [-slack_greater_than <arg>] [-group <args>] [-sort_by <arg>] [-no_report_unconstrained] [-user_ignored] [-of_objects <args>] [-significant_digits <arg>] [-column_style <arg>] [-file <arg>] [-append] [-name <arg>] [-no_pr_attribute] [-no_pblock] [-routable_nets] [-inter_slr <arg>] [-return_string] [-warn_on_violation] [-cells <args>] [-rpx <arg>] [-quiet] [-verbose]
report_timing_summary	Report, Timing	Report timing summary.	report_timing_summary [-check_timing_verbose] [-delay_type <arg>] [-no_detailed_paths] [-setup] [-hold] [-max_paths <arg>] [-nworst <arg>] [-unique_pins] [-path_type <arg>] [-no_reused_label] [-input_pins] [-no_pr_attribute] [-no_pblock] [-routable_nets] [-inter_slr <arg>] [-slack_lesser_than <arg>] [-report_unconstrained] [-significant_digits <arg>] [-no_header] [-file <arg>] [-append] [-name <arg>] [-return_string] [-warn_on_violation] [-datasheet] [-cells <args>] [-rpx <arg>] [-quiet] [-verbose]
report_transformed_primitives	Report	Report details of Unisim primitive transformations.	report_transformed_primitives [-file <arg>] [-append] [-return_string] [-quiet] [-verbose]
report_utilization	Report	Compute utilization of device and display report.	report_utilization [-file <arg>] [-json <arg>] [-append] [-pblocks <args>] [-evaluate_pblock] [-exclude_child_pblocks] [-exclude_non_assigned] [-cells <args>] [-return_string] [-slr] [-packthru] [-name <arg>] [-no_primitives] [-omit_locs] [-hierarchical] [-spreadsheet_file <arg>] [-spreadsheet_table <arg>] [-spreadsheet_depth <arg>] [-hierarchical_depth <arg>] [-hierarchical_percentages] [-hierarchical_min_primitive_count <arg>] [-quiet] [-verbose]
report_values		Print current simulated value of given HDL objects (variable, signal, wire, or reg).	report_values [-radix <arg>] [-print_type] [-quiet] [-verbose] [<hdl_objects>...]
report_waivers	Waiver, Report, Object	Report status of DRC/METHODOLOGY/CDC/LINT message waivers.	report_waivers [-file <arg>] [-type <arg>] [-write_valid_waivers] [-write_ignored_waivers] [-append] [-return_string] [-show_msgs_with_no_waivers] [-quiet] [-verbose]
reset_drc	DRC, Report	Remove DRC report.	reset_drc [-name <arg>] [-quiet] [-verbose]
reset_drc_check	DRC, Object	Reset one or more DRC checks to factory defaults.	reset_drc_check [-quiet] [-verbose] [<checks>...]
reset_hw_axi	Hardware	Reset hardware AXI core state.	reset_hw_axi [-quiet] [-verbose] [<hw_axis>...]
reset_hw_ila	Hardware	Reset hardware ILA control properties to default values.	reset_hw_ila [-reset_compare_values <arg>] [-quiet] [-verbose] [<hw_ilas>...]
reset_hw_pcie	Hardware	Reset the PCIe core.	reset_hw_pcie [-quiet] [-verbose] <hw_pcie>
reset_hw_vio_activity	Hardware	Reset hardware VIO ACTIVITY_VALUE properties, for hardware probes associated with specified hardware VIO objects.	reset_hw_vio_activity [-quiet] [-verbose] <hw_vios>...
reset_hw_vio_outputs	Hardware	Reset hardware VIO core outputs to initial values.	reset_hw_vio_outputs [-quiet] [-verbose] <hw_vios>...
reset_methodology	Methodology, Report	Remove Methodology report.	reset_methodology [-name <arg>] [-quiet] [-verbose]
reset_methodology_check	Methodology, Object	Reset one or more Methodology checks to factory defaults.	reset_methodology_check [-quiet] [-verbose] [<checks>...]
reset_msg_config	Report	Resets or removes a message control rule previously defined by the set_msg_config command.	reset_msg_config [-string <args>] [-id <arg>] [-severity <arg>] [-limit] [-suppress] [-count] [-default_severity] [-regexp] [-quiet] [-verbose]
reset_msg_count	Report	Reset message count.	reset_msg_count [-quiet] [-verbose] <id>
reset_operating_conditions	Power, XDC	Reset operating conditions to tool default for power estimation.	reset_operating_conditions [-voltage <args>] [-grade] [-process] [-junction_temp] [-ambient_temp] [-thetaja] [-thetasa] [-airflow] [-heatsink] [-thetajb] [-board] [-board_temp] [-board_layers] [-design_power_budget] [-supply_current_budget <args>] [-quiet] [-verbose]
reset_param	PropertyAndParameter	Reset a parameter.	reset_param [-quiet] [-verbose] <name>
reset_project	Project	Reset current project.	reset_project [-exclude_runs] [-exclude_ips] [-exclude_sim_runs] [-quiet] [-verbose]
reset_property	Object, PropertyAndParameter	Reset property on object(s).	reset_property [-quiet] [-verbose] <property_name> <objects>...
reset_runs	Project	Reset existing run(s).	reset_runs [-prev_step] [-from_step <arg>] [-quiet] [-verbose] <runs>...
reset_simulation		Reset an existing simulation run.	reset_simulation [-mode <arg>] [-type <arg>] [-quiet] [-verbose] [<simset>]
reset_ssn	Report	Clear a SSN results set from memory.	reset_ssn [-quiet] [-verbose] <name>
reset_switching_activity	Power, XDC	Reset switching activity on specified objects.	reset_switching_activity [-default] [-type <args>] [-hier] [-all] [-no_deassert_resets] [-quiet] [-verbose] [<objects>...]
reset_target	Project, IPFlow	Reset target data for the specified source.	reset_target [-quiet] [-verbose] <name> <objects>
reset_timing	Report, Timing	Resets the timing information on the current design.	reset_timing [-invalid] [-clock_reservation] [-quiet] [-verbose]
resize_net_bus	Netlist	Resize net bus in the current design.	resize_net_bus [-from <arg>] [-to <arg>] [-quiet] [-verbose] <net_bus_name>...
resize_pblock	Floorplan, XDC	Move, resize, add and remove Pblock site-range constraints.	resize_pblock [-add <args>] [-remove <args>] [-locs <arg>] [-include_site_types <args>] [-exclude_site_types <args>] [-replace] [-quiet] [-verbose] <pblock>
resize_pin_bus	Netlist	Resize pin bus in the current design.	resize_pin_bus [-from <arg>] [-to <arg>] [-quiet] [-verbose] <pin_bus_name>...
resize_port_bus	PinPlanning	Resize port bus in the current design.	resize_port_bus [-from <arg>] [-to <arg>] [-quiet] [-verbose] <port_bus_name>...
restart		Rewind simulation to post loading state (as if design was reloaded), time is set to 0.	restart [-quiet] [-verbose]
resume_hw_hbm_amon	Hardware	Resume Activity Monitor runs after paused for the specified hardware HBM(s).	resume_hw_hbm_amon [-quiet] [-verbose] <hw_objects>
route_design	Tools	Route the current design.	route_design [-unroute] [-release_memory] [-nets <args>] [-physical_nets] [-pins <arg>] [-directive <arg>] [-tns_cleanup] [-no_timing_driven] [-preserve] [-delay] [-auto_delay] -max_delay <arg> -min_delay <arg> [-timing_summary] [-finalize] [-ultrathreads] [-eco] [-no_psir] [-quiet] [-verbose]
run		Run the simulation for the specified time.	run [-all] [-quiet] [-verbose] [<time>] [<unit>]
run_hw_axi	Hardware	Run hardware AXI read/write transaction(s)and update transaction status in hw_axi object..	run_hw_axi [-queue] [-quiet] [-verbose] <hw_axi_txns>...
run_hw_hbm_amon	Hardware	Enable Activity Monitor runs for the specified hardware HBM(s).	run_hw_hbm_amon [-quiet] [-verbose] <hw_objects>
run_hw_ila	Hardware	Arm hardware ILAs.	run_hw_ila [-trigger_now] [-compile_only] [-file <arg>] [-force] [-quiet] [-verbose] [<hw_ilas>...]
run_hw_sio_scan	Hardware	Run hardware SIO scans.	run_hw_sio_scan [-quiet] [-verbose] <hw_sio_scans>
run_hw_sio_sweep	Hardware	Run hardware SIO sweeps.	run_hw_sio_sweep [-quiet] [-verbose] <hw_sio_sweeps>
run_noc_compiler	NOC	Execute the NOC compiler.	run_noc_compiler [-quiet] [-verbose]
run_state_hw_jtag	Hardware, Object	change to a stable state of a specified transition.	run_state_hw_jtag [-state <args>] [-quiet] [-verbose] <stable_state>
runtest_hw_jtag	Hardware, Object	Forces IEEE 1149.1 TAP state machine to a stable state for a specified wait period.	runtest_hw_jtag [-wait_state <arg>] [-end_state <arg>] [-sec <arg>] [-max_wait <arg>] [-tck <arg>] [-quiet] [-verbose]
save_bd_design	IPIntegrator	Save an existing IP subsystem design to disk file.	save_bd_design [-quiet] [-verbose] [<name>]
save_bd_design_as	IPIntegrator	Save a copy of the existing IP subsystem design to specified disk file with a different name. Generated output products will not be saved.	save_bd_design_as [-dir <arg>] [-ignore_comments] [-freeze_boundary] [-force] [-quiet] [-verbose] [<name>]
save_constraints	Project	Save the current design's constraints.	save_constraints [-force] [-quiet] [-verbose]
save_constraints_as	Project	Save current design's constraints as a new set of constraints files.	save_constraints_as [-dir <arg>] [-target_constrs_file <arg>] [-quiet] [-verbose] <name>
save_project_as	Project	Save the current project under a new name.	save_project_as [-scan_for_includes] [-exclude_run_results] [-include_local_ip_cache] [-force] [-quiet] [-verbose] <name> [<dir>]
save_wave_config	Waveform	Saves the specified or current wave configuration object to the given filename.	save_wave_config [-object <args>] [-quiet] [-verbose] [<filename>]
scan_dr_hw_jtag	Hardware, Object	Perform shift DR on 'hw_jtag'.	scan_dr_hw_jtag [-tdi <arg>] [-tdo <arg>] [-mask <arg>] [-smask <arg>] [-quiet] [-verbose] <length>
scan_ir_hw_jtag	Hardware, Object	Perform shift IR on 'hw_jtag'.	scan_ir_hw_jtag [-tdi <arg>] [-tdo <arg>] [-mask <arg>] [-smask <arg>] [-quiet] [-verbose] <length>
select_objects	GUIControl	Select objects in GUI.	select_objects [-add] [-quiet] [-verbose] <objects>
select_wave_objects	Waveform	Display help for one or more topics.	select_wave_objects [-quiet] [-verbose] <items>...
set_bus_skew	XDC	Define bus skew.	set_bus_skew [-from <args>] [-rise_from <args>] [-fall_from <args>] [-to <args>] [-rise_to <args>] [-fall_to <args>] [-through <args>] [-rise_through <args>] [-fall_through <args>] [-quiet] [-verbose] <value>
set_case_analysis	SDC, XDC	Specify that an input is 1, 0, rising or falling.	set_case_analysis [-quiet] [-verbose] <value> <objects>
set_clock_groups	SDC, XDC	Set exclusive or asynchronous clock groups.	set_clock_groups [-name <arg>] [-logically_exclusive] [-physically_exclusive] [-asynchronous] [-group <args>] [-quiet] [-verbose]
set_clock_latency	SDC, XDC	Capture actual or predicted clock latency.	set_clock_latency [-clock <args>] [-rise] [-fall] [-min] [-max] [-source] [-late] [-early] [-quiet] [-verbose] <latency> <objects>
set_clock_sense	SDC, XDC	Set clock sense on ports or pins.	set_clock_sense [-positive] [-negative] [-stop_propagation] [-clocks <args>] [-quiet] [-verbose] <pins>
set_clock_uncertainty	SDC, XDC	set clock uncertainty.	set_clock_uncertainty [-setup] [-hold] [-from <args>] [-rise_from <args>] [-fall_from <args>] [-to <args>] [-rise_to <args>] [-fall_to <args>] [-quiet] [-verbose] <uncertainty> [<objects>]
set_data_check	SDC, XDC	Create data to data checks.	set_data_check [-from <args>] [-to <args>] [-rise_from <args>] [-fall_from <args>] [-rise_to <args>] [-fall_to <args>] [-setup] [-hold] [-clock <args>] [-quiet] [-verbose] <value>
set_delay_model	Timing	Sets the interconnect delay model for timing analysis.	set_delay_model [-interconnect <arg>] [-quiet] [-verbose]
